#defaultCSS=fill:#aa00ff; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
ShipDetections	geometry:Point	Detected_x:Integer	Detected_y:Integer	Detected_lat:Double	Detected_lon:Double	Detected_width:Double	Detected_length:Double	style_css:String
target_254	POINT (14620 1973)	14620	1973	24.772167656040615	67.31048216429642	200.0	190.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_255	POINT (14861 1985)	14861	1985	24.774961093821624	67.2868650588382	250.0	220.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_256	POINT (17984 1984)	17984	1984	24.825658101288795	66.98298439768317	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_257	POINT (18051 1996)	18051	1996	24.825689307695693	66.97630400078593	30.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_258	POINT (18074 2092)	18074	2092	24.8174117641433	66.97229038528226	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_259	POINT (18094 2156)	18094	2156	24.811917945529366	66.96918404581287	60.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_260	POINT (18033 2166)	18033	2166	24.810036624959398	66.97494168605756	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_261	POINT (17939 2177)	17939	2177	24.807578161770657	66.98390149308383	60.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_262	POINT (17501 1824)	17501	1824	24.832326970179402	67.03292707101798	170.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_263	POINT (17602 2014)	17602	2014	24.816781189023125	67.01966833869099	110.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_264	POINT (17502 2056)	17502	2056	24.81142545222144	67.02865201622339	50.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_265	POINT (17489 2062)	17489	2062	24.810682724532562	67.02976029345464	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_266	POINT (17679 2081)	17679	2081	24.811991427130536	67.01091999020116	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_267	POINT (17601 2084)	17601	2084	24.810461929913046	67.01845613675968	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_268	POINT (17847 2134)	17847	2134	24.80991672574521	66.9936668293041	150.0	120.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_269	POINT (21639 2097)	21639	2097	24.873926696558286	66.62511707216773	90.0	170.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_270	POINT (17086 1937)	17086	1937	24.815448392075247	67.07123287900782	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_271	POINT (17095 1951)	17095	1951	24.814331354512927	67.07010432539941	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_272	POINT (17444 1901)	17444	1901	24.824427341949903	67.03703133741669	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_273	POINT (17193 1950)	17193	1950	24.815958170490056	67.06057605788253	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_274	POINT (17402 2147)	17402	2147	24.801569639417885	67.0366851395927	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_275	POINT (17467 2157)	17467	2157	24.80170917649914	67.03022872274217	110.0	200.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_276	POINT (16622 1868)	16622	1868	24.81417629538955	67.11763398654226	80.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_277	POINT (16505 1947)	16505	1947	24.805146589153082	67.1276386854571	90.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_278	POINT (16512 1957)	16512	1957	24.804358463080103	67.12677674942668	30.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_279	POINT (16616 1989)	16616	1989	24.803115233801254	67.11607087717937	70.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_280	POINT (16531 2008)	16531	2008	24.800076211163844	67.12395708177989	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_281	POINT (16483 2011)	16483	2011	24.79898187618901	67.12856352033181	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_282	POINT (16482 2023)	16482	2023	24.797928706864344	67.12845274928848	80.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_283	POINT (16378 2133)	16378	2133	24.786277636399504	67.13657043297002	120.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_284	POINT (16461 2155)	16461	2155	24.785632455103205	67.12814699315895	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_285	POINT (20997 1824)	20997	1824	24.88832518478678	66.6924983272124	30.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_286	POINT (9066 2330)	9066	2330	24.6483476551041	67.84360711761911	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_287	POINT (12836 2395)	12836	2395	24.704916526660337	67.47619009606329	260.0	170.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_288	POINT (12743 2410)	12743	2410	24.70202423042575	67.48499895584662	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_289	POINT (12962 2419)	12962	2419	24.704771520907297	67.46349506885792	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_290	POINT (12884 2478)	12884	2478	24.698216775592392	67.4700020192825	80.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_291	POINT (12876 2478)	12876	2478	24.698032379362118	67.47081888427196	10.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_292	POINT (12818 2498)	12818	2498	24.69533014362516	67.47604846269356	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_293	POINT (12656 2527)	12656	2527	24.689993244416165	67.49129338781343	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_294	POINT (16153 2388)	16153	2388	24.759625162421123	67.15388678275532	270.0	200.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_295	POINT (16213 2484)	16213	2484	24.751950440748942	67.14626389982105	120.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_296	POINT (17726 2228)	17726	2228	24.79954180475655	67.00370891157957	60.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_297	POINT (16679 2434)	16679	2434	24.764020830441797	67.10184869131605	100.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_298	POINT (17277 2199)	17277	2199	24.794855387292046	67.04795914131346	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_299	POINT (17102 2197)	17102	2197	24.79221082117867	67.06502304191078	50.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_300	POINT (16856 2211)	16856	2211	24.787030659149593	67.08866677334521	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_301	POINT (16837 2291)	16837	2291	24.779465566010025	67.08906116499496	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_302	POINT (17082 2306)	17082	2306	24.782068145472557	67.06495310130825	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_303	POINT (16831 2311)	16831	2311	24.777610463648294	67.08929263801815	120.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_304	POINT (16971 2524)	16971	2524	24.76066532794391	67.07182542308408	100.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_305	POINT (17904 2225)	17904	2225	24.802685640597026	66.98644354266912	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_306	POINT (17911 2466)	17911	2466	24.781070749924385	66.98142675323112	80.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_307	POINT (19895 2199)	19895	2199	24.836916063689777	66.79309264605826	40.0	120.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_308	POINT (19875 2207)	19875	2207	24.835920404363453	66.79490612021085	80.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_309	POINT (21794 2315)	21794	2315	24.856744406906802	66.60615853283595	130.0	150.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_310	POINT (21913 2392)	21913	2392	24.85169702716134	66.5931545175996	80.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_311	POINT (21837 2428)	21837	2428	24.847205328448506	66.59991161534988	220.0	280.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_312	POINT (21851 2426)	21851	2426	24.847644195195013	66.59864083427789	10.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_313	POINT (1058 2717)	1058	2717	24.4780147346417	68.61279021651173	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_314	POINT (8882 2573)	8882	2573	24.623355594313388	67.85694104751082	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_315	POINT (13146 2636)	13146	2636	24.688251437577506	67.44169262785286	90.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_316	POINT (12627 2582)	12627	2582	24.6846080713177	67.49306098376688	60.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_317	POINT (16982 2572)	16982	2572	24.7565069260931	67.06993730917216	110.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_318	POINT (16949 2635)	16949	2635	24.75025669943265	67.071952062261	180.0	240.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_319	POINT (16941 2625)	16941	2625	24.751021113255195	67.07295945401371	30.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_320	POINT (16853 2636)	16853	2636	24.74865353224	67.08132967723171	90.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_321	POINT (15686 2897)	15686	2897	24.706193127609307	67.19007657140335	90.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_322	POINT (21716 2571)	21716	2571	24.832387546691358	66.60921045814071	290.0	280.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_323	POINT (40 2928)	40	2928	24.441477012274984	68.7072553424025	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_324	POINT (5974 3016)	5974	3016	24.534612552490625	68.13073019153137	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_325	POINT (6875 3082)	6875	3082	24.54383089807577	68.04207661884564	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_326	POINT (10862 3071)	10862	3071	24.61131844440502	67.65549525335685	50.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_327	POINT (13260 2980)	13260	2980	24.659101261895096	67.42426313270647	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_328	POINT (13021 3169)	13021	3169	24.638136597293176	67.44401459509116	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_329	POINT (13122 3266)	13122	3266	24.631035201494182	67.43247436963621	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_330	POINT (16016 3202)	16016	3202	24.684001465372646	67.15245608602542	90.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_331	POINT (16959 3126)	16959	3126	24.706184012924393	67.06217074360855	110.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_332	POINT (1044 3635)	1044	3635	24.39491970019734	68.59648508485084	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_333	POINT (10219 3562)	10219	3562	24.556420063938656	67.70882284932563	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_334	POINT (13285 3380)	13285	3380	24.623380238607197	67.41454492477206	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_335	POINT (13183 3391)	13183	3391	24.620769110361536	67.42420993064705	80.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_336	POINT (13272 3402)	13272	3402	24.621182838414285	67.41540434409822	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_337	POINT (13117 3465)	13117	3465	24.613004404213324	67.42931148766928	90.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_338	POINT (13063 3479)	13063	3479	24.61081120791363	67.43428963048953	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_339	POINT (13298 3541)	13298	3541	24.609080382465063	67.4102840760992	60.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_340	POINT (15712 3456)	15712	3456	24.6561621501637	67.1773943176468	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_341	POINT (13414 3529)	13414	3529	24.61210974801342	67.39924862810595	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_342	POINT (13414 3550)	13414	3550	24.610162404307797	67.39890344472865	70.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_343	POINT (4516 3955)	4516	3955	24.425228941112323	68.2542190622342	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_344	POINT (6011 3654)	6011	3654	24.47766369719539	68.11512439824595	70.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_345	POINT (7543 3817)	7543	3817	24.488764848581752	67.96358692686394	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_346	POINT (9984 3964)	9984	3964	24.516199143595504	67.72414540702346	70.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_347	POINT (13316 3661)	13316	3661	24.59859738145163	67.40634689284273	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_348	POINT (13040 3809)	13040	3809	24.580669524647302	67.43047109990866	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_349	POINT (12719 3825)	12719	3825	24.573998715128383	67.46134807353499	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_350	POINT (12862 3912)	12862	3912	24.568468970687704	67.44581103682056	60.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_351	POINT (15493 3712)	15493	3712	24.62957463719934	67.1939866170978	100.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_352	POINT (15433 3749)	15433	3749	24.625218773453323	67.19913483424025	120.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_353	POINT (15380 3760)	15380	3760	24.6234017742831	67.20414135639953	110.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_354	POINT (16317 3931)	16317	3931	24.623207129349787	67.10995770692034	160.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_355	POINT (15183 3757)	15183	3757	24.620412951464548	67.22332065858289	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_356	POINT (1066 4281)	1066	4281	24.336982301106662	68.58199149581651	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_357	POINT (11254 4054)	11254	4054	24.529142463214857	67.59922882825907	60.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_358	POINT (13543 4068)	13543	4068	24.56561299501795	67.37684448197002	60.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_359	POINT (13645 4317)	13645	4317	24.544776754055743	67.36241328522655	250.0	240.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_360	POINT (15115 4224)	15115	4224	24.577192352982113	67.22140868045275	30.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_361	POINT (667 4473)	667	4473	24.31279995415019	68.6168396757412	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_362	POINT (430 4510)	430	4510	24.305375952056934	68.63909615038905	70.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_363	POINT (12050 4692)	12050	4692	24.484784065484657	67.5102250451665	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_364	POINT (13662 4379)	13662	4379	24.53946419893265	67.35962569052643	90.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_365	POINT (506 4843)	506	4843	24.276635787503547	68.62528092535776	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_366	POINT (529 4919)	529	4919	24.27012666357056	68.62158307128045	80.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_367	POINT (7279 4771)	7279	4771	24.39821014463385	67.97123453737112	70.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_368	POINT (12399 5085)	12399	5085	24.45504607824454	67.46911911696934	80.0	80.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_369	POINT (12874 4970)	12874	4970	24.473290784024208	67.4251842130476	180.0	150.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_370	POINT (14513 4814)	14513	4814	24.51417139844606	67.26901866976928	200.0	180.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_371	POINT (14510 4815)	14510	4815	24.514077334994976	67.26930068012881	140.0	170.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_372	POINT (3038 5143)	3038	5143	24.292924841692546	68.37471179944134	90.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_373	POINT (12947 5374)	12947	5374	24.438052253011463	67.41066954080624	260.0	270.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_374	POINT (12626 5365)	12626	5365	24.433535118532806	67.44194983831443	200.0	180.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_375	POINT (14489 5556)	14489	5556	24.446859860912536	67.25782323551151	210.0	200.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_376	POINT (12437 5678)	12437	5678	24.402188463717074	67.45450285207221	40.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_377	POINT (15659 5923)	15659	5923	24.43286223850164	67.13759904511437	120.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_378	POINT (13927 5893)	13927	5893	24.407328297623078	67.30611742361098	140.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_379	POINT (13916 5897)	13916	5897	24.40673370899794	67.30714993663277	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_380	POINT (14020 6140)	14020	6140	24.386533611323358	67.2925737728063	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_381	POINT (14026 6145)	14026	6145	24.386226262032192	67.29190988635102	60.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_382	POINT (1588 6258)	1588	6258	24.167509290719483	68.49350989139178	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_383	POINT (4091 6335)	4091	6335	24.20327944501924	68.2501924339845	30.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_384	POINT (4069 6424)	4069	6424	24.194837353073616	68.25057180628951	80.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_385	POINT (4048 6515)	4048	6515	24.186259870124402	68.25092242159772	30.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_386	POINT (4091 6335)	4091	6335	24.20327944501924	68.2501924339845	30.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
